"","Well","Samples","Lake","Target","Concentration","Ch1+Ch2+","Ch1-Ch2+","Ch1+Ch2-","Ch1-Ch2-","logConc","log_AMR_tot","co_occur","Date","Sample","Fish_ID","Initials","Mass","Length","Fibrosis","Sex","Repro_State","Schisto_Free","Schisto_Cyst","Eust","Fib","Indv_AMR_mass","Indv_AMR_gene_mass","Lake_AMR","Lake_AMR_gene"
"377","E02","GRA_13","GRA","FAM",0,0,0,0,12558,0,0,"Neither","24-06-2023","GRA_13",13,"AKH",4.1,66.09,0,"F",3,0,0,0,"N",0,0,0.0076710485797976,0
"378","E03","SUG_4","SUG","FAM",0,0,0,0,12820,0,0,"Neither","05-06-2023","SUG_4",4,"AKH",0.41,34.99,0,"M",3,0,0,0,"N",0,0,0,0
"379","E04","SUG_11","SUG","FAM",0,0,0,0,11709,0,0,"Neither","05-06-2023","SUG_11",11,"AKH",0.32,33.22,4,"F",3,0,0,0,"Y",0,0,0.130192986945854,0.0337548426035651
"380","E05","SUG_15","SUG","FAM",0,0,0,0,11915,0,0,"Neither","05-06-2023","SUG_15",15,"AKH",0.28,32.23,2,"F",2,0,2,0,"Y",0,0,0.130192986945854,0.0337548426035651
"381","E06","AMO_9","AMO","FAM",0,0,0,0,11164,0,0,"Neither","10-06-2023","AMO_9",9,"AKH",0.48,36,0,"F",1,2,0,0,"N",0,0,0,0
"382","E07","AMO_11","AMO","FAM",0,0,0,0,12159,0,0,"Neither","10-06-2023","AMO_11",11,"AKH",0.34,30.42,0,"F",3,0,0,0,"N",0,0,0,0
"383","E08","AMO_12","AMO","FAM",0.1,0,0,1,11837,0.0953101798043249,0.0953101798043249,"floR","10-06-2023","AMO_12",12,"AKH",1.16,44.58,0,"M",3,2,0,0,"N",0.0821639481071767,0.0821639481071767,0.0821639481071767,0.0821639481071767
"384","F01","BLA_18","BLA","FAM",0,0,0,0,13159,0,0,"Neither","04-06-2023","BLA_18",18,"AKH",0.38,34.04,0,"F",1,0,0,0,"N",0,0,2.43141990251436,2.41174081279949
"385","F02","BLA_19","BLA","FAM",0,0,0,0,12306,0,0,"Neither","04-06-2023","BLA_19",19,"AKH",0.88,42.89,3,"M",3,0,0,0,"Y",0,0,7.97574106468287,7.31210034685154
"386","F03","BLA_20","BLA","FAM",0,0,0,0,13436,0,0,"Neither","04-06-2023","BLA_20",20,"AKH",1.55,52.15,0,"F",3,0,0,0,"N",0,0,2.43141990251436,2.41174081279949
"387","F04","ROB_4","ROB","FAM",0,0,0,0,13210,0,0,"Neither","15-06-2023","ROB_4",4,"AKH",0.95,46.29,0,"F",3,0,0,0,"N",0,0,4.56306364658242,4.49963861852501
"388","F05","ROB_5","ROB","FAM",0,0,0,0,14073,0,0,"Neither","15-06-2023","ROB_5",5,"AKH",0.37,35.95,0,"F",3,0,0,0,"N",0,0,4.56306364658242,4.49963861852501
"389","F06","ROB_10","ROB","FAM",0,0,0,0,12528,0,0,"Neither","15-06-2023","ROB_10",10,"AKH",0.49,34.53,0,"F",3,0,0,0,"N",0,0,4.56306364658242,4.49963861852501
"390","F07","BEA_4","BEA","FAM",0,0,0,0,13110,0,0,"Neither","24-06-2023","BEA_4",4,"AKH",2.58,62.14,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.352350977816563
"391","F08","BEA_5","BEA","FAM",0,0,0,0,13543,0,0,"Neither","24-06-2023","BEA_5",5,"AKH",1.84,56.14,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.352350977816563
"392","G01","BEA_6","BEA","FAM",0,0,0,0,16199,0,0,"Neither","24-06-2023","BEA_6",6,"GAC",1.9,55.17,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.352350977816563
"393","G02","TSI_4","TSI","FAM",0,0,0,0,15373,0,0,"Neither","27-06-2023","TSI_4",4,"GAC",3.46,66.36,0,"M",1,1,0,0,"N",0,0,1.02005351682095,1.00359971968875
"394","G03","TSI_5","TSI","FAM",0,0,0,0,15492,0,0,"Neither","27-06-2023","TSI_5",5,"GAC",2.45,55.89,0,"F",1,3,1,0,"N",0,0,2.80245144322289,2.71027557950418
"395","G04","TSI_6","TSI","FAM",0,0,0,0,15299,0,0,"Neither","27-06-2023","TSI_6",6,"GAC",2.89,60.83,0,"M",3,0,0,0,"N",0,0,1.02005351682095,1.00359971968875
"396","G05","CED_4","CED","FAM",0,0,0,0,15355,0,0.916290731874155,"Neither","09-06-2023","CED_4",4,"AKH",0.78,41.75,0,"F",1,0,0,0,"N",1.17473170753097,0,0.783154471687312,0
"397","G06","LWO_2","LWO","FAM",0,0,0,0,15289,0,0.139761942375159,"Neither","26-06-2023","LWO_2",2,"GAC",1.6,49.87,0,"M",3,0,0,0,"N",0.0873512139844741,0,0.0582341426563161,0
"398","G07","SUG_2","SUG","FAM",0,0,1,0,15570,0,0.148420005118273,"tap","05-06-2023","SUG_2",2,"AKH",0.57,40.13,0,"F",3,0,0,0,"N",0.260385973891707,0,0.130192986945854,0.0337548426035651
"399","G08","ROB_9","ROB","FAM",0,0,1,0,13718,0,0.215111379616945,"tap","15-06-2023","ROB_9",9,"AKH",0.63,40.8,0,"M",3,0,0,0,"N",0.341446634312612,0,0.227631089541741,0.0739481176588141
"400","A01","ORM_2","ORM","HEX",0,0,0,3,14573,0,0.398776119957368,"floR","11-06-2023","ORM_2",2,"AKH",1.14,47.6,0,"F",3,0,0,0,"N",0.349803613997691,0,0.349803613997691,0.0688612933375722
"401","A02","LST_3","LST","HEX",0,0,0,1,13701,0,0.542324290825362,"floR","13-06-2023","LST_3",3,"AKH",0.32,31.77,0,"F",3,0,0,1,"N",1.69476340882926,0,0.814058550822013,0.0169891923037811
"402","A03","FRY_1","FRY","HEX",0.08,0,1,4,15105,0.0769610411361284,0.53062825106217,"floR & tap","18-06-2023","FRY_1",1,"AKH",2.77,59.5,0,"F",3,0,0,2,"N",0.191562545509809,0.0277837693632232,0.0884669244428334,0.00463062822720387
"403","A04","FRY_2","FRY","HEX",0,0,0,1,14528,0,0.0769610411361284,"floR","18-06-2023","FRY_2",2,"AKH",2.82,62.37,0,"M",3,0,0,2,"N",0.0272911493390526,0,0.0181940995593684,0
"404","A05","FRY_3","FRY","HEX",0,0,0,2,14081,0,0.27763173659828,"floR","18-06-2023","FRY_3",3,"AKH",3.76,66.09,0,"F",3,0,0,2,"N",0.0738382278186914,0,0.0884669244428334,0.00463062822720387
"405","A06","BEA_1","BEA","HEX",0.08,0,1,1,15041,0.0769610411361284,0.285178942233662,"floR & tap","24-06-2023","BEA_1",1,"AKH",2.65,64.28,0,"M",3,0,0,0,"N",0.107614695182514,0.0290419023155201,0.404719722453423,0.225071579543778
"406","A08","VER_2","VER","HEX",0,0,0,9,15248,0,0.85015092936961,"floR","29-06-2023","VER_2",2,"GAC",0.39,31.82,0.5,"M",3,1,0,0,"Y",2.1798741778708,0,0.856481456999754,0.051576144562657
"407","B03","VER_3","VER","HEX",0.08,0,1,2,14811,0.0769610411361284,0.27763173659828,"floR & tap","29-06-2023","VER_3",3,"GAC",0.86,41.27,0.5,"M",3,2,0,0,"Y",0.322827600695674,0.0894895827164284,0.856481456999754,0.051576144562657
"408","B04","MOH_1","MOH","HEX",0.08,0,1,2,15381,0.0769610411361284,0.482426149244293,"floR & tap","15-06-2023","MOH_1",1,"AKH",0.74,39.14,0,"M",3,0,0,0,"N",0.651927228708504,0.104001406940714,0.651927228708504,0.0693342712938094
"409","B05","MOH_2","MOH","HEX",0,0,0,0,14458,0,0.215111379616945,"Neither","15-06-2023","MOH_2",2,"AKH",0.54,37.42,0,"F",3,0,0,0,"N",0.398354406698047,0,0.354118632764654,0
"410","B07","WOS_9","WOS","HEX",0.09,0,1,0,13657,0.0861776962410524,0.0861776962410524,"tap","26-06-2023","WOS_9",9,"GAC",2.51,55.34,1,"F",2,10,1,0,"Y",0.0343337435223316,0.0343337435223316,0.00572229058705527,0.00572229058705527
"411","B08","UCL_73","UCL","HEX",0,0,0,0,14132,0,0,"Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","C01","BOO_7","BOO","HEX",0.13,1,0,0,8801,0.122217632724249,0.231111720963387,"floR & tap","17-06-2023","BOO_7",7,"AKH",4.15,71.22,0.5,"F",3,1,0,0,"Y",0.0556895713164787,0.0294500319817468,0.0149290985557159,0.00589000639634935
"413","C02","BOO_14","BOO","HEX",0,0,0,0,9898,0,0,"Neither","17-06-2023","BOO_14",14,"AKH",6.31,80.06,0,"F",2,5,0,0,"N",0,0,0.0149290985557159,0.00589000639634935
"414","C04","JOE_2","JOE","HEX",0,0,0,0,10044,0,0,"Neither","24-06-2023","JOE_2",2,"AKH",5.93,73.27,0,"F",3,0,0,0,"N",0,0,0,0
"415","C05","JOE_8","JOE","HEX",0,0,0,0,10936,0,0,"Neither","24-06-2023","JOE_8",8,"AKH",5.85,80.33,0,"F",3,0,0,0,"N",0,0,0,0
"416","C06","JOE_12","JOE","HEX",0,0,0,0,10091,0,0,"Neither","24-06-2023","JOE_12",12,"AKH",5.33,73.99,0,"F",3,0,0,0,"N",0,0,0,0
"417","C07","LAW_6","LAW","HEX",0,0,0,0,9926,0,0,"Neither","19-06-2023","LAW_6",6,"AKH",4.73,73.43,0,"F",3,0,0,0,"N",0,0,0,0
"418","C08","LAW_8","LAW","HEX",0,0,0,0,10127,0,0,"Neither","19-06-2023","LAW_8",8,"AKH",3.91,72.83,0,"M",3,1,0,1,"N",0,0,0,0
"419","D01","LAW_10","LAW","HEX",0,0,0,0,10909,0,0,"Neither","19-06-2023","LAW_10",10,"AKH",5.38,76.47,0,"F",3,0,0,0,"N",0,0,0,0
"420","D02","LCL_4","LCL","HEX",0.11,0,1,0,10811,0.104360015324243,0.104360015324243,"tap","19-06-2023","LCL_4",4,"AKH",2.65,59.66,0,"M",3,0,0,0,"N",0.0393811378582049,0.0393811378582049,2.63388796759599,1.72839502679698
"421","D03","LCL_6","LCL","HEX",0,0,0,0,9605,0,0,"Neither","19-06-2023","LCL_6",6,"AKH",2.78,58.85,0,"F",3,0,0,0,"N",0,0,0,0
"422","D04","LCL_7","LCL","HEX",0,0,0,0,10298,0,0,"Neither","19-06-2023","LCL_7",7,"AKH",4.73,68.02,0,"F",3,0,0,0,"N",0,0,0,0
"423","D05","FRY_4","FRY","HEX",0,0,0,0,10329,0,0,"Neither","18-06-2023","FRY_4",4,"AKH",2.14,56.46,0,"F",3,0,0,0,"N",0,0,0.0884669244428334,0.00463062822720387
"424","D06","FRY_7","FRY","HEX",0,0,0,0,10352,0,0,"Neither","18-06-2023","FRY_7",7,"AKH",2.09,54.61,3,"M",3,0,0,0,"Y",0,0,0.0181940995593684,0
"425","D07","FRY_8","FRY","HEX",0,0,0,0,10450,0,0,"Neither","18-06-2023","FRY_8",8,"AKH",4.71,72.15,0,"F",3,0,0,0,"N",0,0,0.0884669244428334,0.00463062822720387
"426","D08","GRA_1","GRA","HEX",0,0,0,0,9732,0,0,"Neither","24-06-2023","GRA_1",1,"AKH",3.6,65.19,0,"M",3,0,0,0,"N",0,0,0,0
"427","E01","GRA_6","GRA","HEX",0,0,0,0,12056,0,0,"Neither","24-06-2023","GRA_6",6,"AKH",3.64,64.19,0,"M",3,1,0,0,"N",0,0,0,0
"428","E02","GRA_13","GRA","HEX",0,0,0,0,12558,0,0,"Neither","24-06-2023","GRA_13",13,"AKH",4.1,66.09,0,"F",3,0,0,0,"N",0,0,0.0076710485797976,0.0076710485797976
"429","E03","SUG_4","SUG","HEX",0,0,0,0,12820,0,0,"Neither","05-06-2023","SUG_4",4,"AKH",0.41,34.99,0,"M",3,0,0,0,"N",0,0,0,0
"430","E04","SUG_11","SUG","HEX",0,0,0,0,11709,0,0,"Neither","05-06-2023","SUG_11",11,"AKH",0.32,33.22,4,"F",3,0,0,0,"Y",0,0,0.130192986945854,0.0337548426035651
"431","E05","SUG_15","SUG","HEX",0,0,0,0,11915,0,0,"Neither","05-06-2023","SUG_15",15,"AKH",0.28,32.23,2,"F",2,0,2,0,"Y",0,0,0.130192986945854,0.0337548426035651
"432","E06","AMO_9","AMO","HEX",0,0,0,0,11164,0,0,"Neither","10-06-2023","AMO_9",9,"AKH",0.48,36,0,"F",1,2,0,0,"N",0,0,0,0
"433","E07","AMO_11","AMO","HEX",0,0,0,0,12159,0,0,"Neither","10-06-2023","AMO_11",11,"AKH",0.34,30.42,0,"F",3,0,0,0,"N",0,0,0,0
"434","E08","AMO_12","AMO","HEX",0,0,0,1,11837,0,0.0953101798043249,"floR","10-06-2023","AMO_12",12,"AKH",1.16,44.58,0,"M",3,2,0,0,"N",0.0821639481071767,0,0.0821639481071767,0
"435","F01","BLA_18","BLA","HEX",0,0,0,0,13159,0,0,"Neither","04-06-2023","BLA_18",18,"AKH",0.38,34.04,0,"F",1,0,0,0,"N",0,0,2.43141990251436,1.60574438980147
"436","F02","BLA_19","BLA","HEX",0,0,0,0,12306,0,0,"Neither","04-06-2023","BLA_19",19,"AKH",0.88,42.89,3,"M",3,0,0,0,"Y",0,0,7.97574106468287,4.65606334539001
"437","F03","BLA_20","BLA","HEX",0,0,0,0,13436,0,0,"Neither","04-06-2023","BLA_20",20,"AKH",1.55,52.15,0,"F",3,0,0,0,"N",0,0,2.43141990251436,1.60574438980147
"438","F04","ROB_4","ROB","HEX",0,0,0,0,13210,0,0,"Neither","15-06-2023","ROB_4",4,"AKH",0.95,46.29,0,"F",3,0,0,0,"N",0,0,4.56306364658242,3.29883145874574
"439","F05","ROB_5","ROB","HEX",0,0,0,0,14073,0,0,"Neither","15-06-2023","ROB_5",5,"AKH",0.37,35.95,0,"F",3,0,0,0,"N",0,0,4.56306364658242,3.29883145874574
"440","F06","ROB_10","ROB","HEX",0,0,0,0,12528,0,0,"Neither","15-06-2023","ROB_10",10,"AKH",0.49,34.53,0,"F",3,0,0,0,"N",0,0,4.56306364658242,3.29883145874574
"441","F07","BEA_4","BEA","HEX",0,0,0,0,13110,0,0,"Neither","24-06-2023","BEA_4",4,"AKH",2.58,62.14,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.225071579543778
"442","F08","BEA_5","BEA","HEX",0,0,0,0,13543,0,0,"Neither","24-06-2023","BEA_5",5,"AKH",1.84,56.14,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.225071579543778
"443","G01","BEA_6","BEA","HEX",0,0,0,0,16199,0,0,"Neither","24-06-2023","BEA_6",6,"GAC",1.9,55.17,0,"M",3,0,0,0,"N",0,0,0.404719722453423,0.225071579543778
"444","G02","TSI_4","TSI","HEX",0,0,0,0,15373,0,0,"Neither","27-06-2023","TSI_4",4,"GAC",3.46,66.36,0,"M",1,1,0,0,"N",0,0,1.02005351682095,0.760860750930245
"445","G03","TSI_5","TSI","HEX",0,0,0,0,15492,0,0,"Neither","27-06-2023","TSI_5",5,"GAC",2.45,55.89,0,"F",1,3,1,0,"N",0,0,2.80245144322289,2.30287659126011
"446","G04","TSI_6","TSI","HEX",0,0,0,0,15299,0,0,"Neither","27-06-2023","TSI_6",6,"GAC",2.89,60.83,0,"M",3,0,0,0,"N",0,0,1.02005351682095,0.760860750930245
"447","G05","CED_4","CED","HEX",0,0,0,0,15355,0,0.916290731874155,"Neither","09-06-2023","CED_4",4,"AKH",0.78,41.75,0,"F",1,0,0,0,"N",1.17473170753097,0,0.783154471687312,0.391577235843656
"448","G06","LWO_2","LWO","HEX",0,0,0,0,15289,0,0.139761942375159,"Neither","26-06-2023","LWO_2",2,"GAC",1.6,49.87,0,"M",3,0,0,0,"N",0.0873512139844741,0,0.0582341426563161,0.029117071328158
"449","G07","SUG_2","SUG","HEX",0.08,0,1,0,15570,0.0769610411361284,0.148420005118273,"tap","05-06-2023","SUG_2",2,"AKH",0.57,40.13,0,"F",3,0,0,0,"N",0.260385973891707,0.13501937041426,0.130192986945854,0.0337548426035651
"450","G08","ROB_9","ROB","HEX",0.09,0,1,0,13718,0.0861776962410524,0.215111379616945,"tap","15-06-2023","ROB_9",9,"AKH",0.63,40.8,0,"M",3,0,0,0,"N",0.341446634312612,0.136789994033417,0.227631089541741,0.0455966646778055
